TITLES
S&S Hotels and Suites Fresh Graduate & Exp. Job Recruitment (5 Positions) - UPDATED | Hot Nigerian Jobs.
Teclab Management Services Limited is a specialist consulting firm dedicated to human resource services and management.
A New School/Academy in Ojodu Berger, Lagos State, is currently recruiting qualified candidates to fill the position below: Job Title: Nanny Location: Lagos Requirements Candidates are to oversee the Nursery school & crèche and should have at least 2 years experience Application Closing Date 29th November, 2017.
Softcom is a group of professionals whose overarching goal is to add value.
JMG Limited - For over 15 years, JMG has been asserting its excellence as a leader in the power generation industry.
JMG Limited - For over 15 years, JMG has been asserting its excellence as a leader in the power generation industry.
Federal University of Petroleum Resources, Effurun, (FUPRE), Delta State - Applications are invited  from suitably qualified candidates for admissions into the Diploma and Postgraduate Diploma (Full time and Part-time) Programmes for the 2017/2018 Academic Session.
Plan International is an independent development and humanitarian organisation that advances children’s rights and equality for girls.
Teclab Management Services Limited is a specialist consulting firm dedicated to human resource services and management.
Sales Representative JCvaxe Technology Concepts is a registered IT maintenance firm that renders computer Sale,repairs, networking and other IT solution for various organizations.
Airtel Nigeria (Airtel Networks Limited), a leading mobile telecommunication services provider in Nigeria and a member of Airtel Africa Group, is committed to providing innovative, exciting, affordable and quality mobile services to Nigerians, giving them the freedom to communicate, rise above their daily challenges and drive economic and social development.
Personal Assistant to Managing Director S&S Hotels and Suites remain the hotel of choice for the business traveler who requires a convenient central location offering a welcome haven that feels like a second home and the unrivaled services personified by the warmth and dedication of our staff, as well as the discerning leisure traveler seeking the captivating dining and limitless nightlife destinations within walking distance of the hotel.
Marketing Executive Austin David Apartments is a rapidly growing and independently owned property management company based in London.
Head of Account & Finance Vacancy at Great Consulting Great Consulting - Our client, a telecoms related firm, located in Lagos, is recruiting suitably qualified candidates to fill the position below: Job Position: Head of Account & Finance Job Location: Lagos Required Qualifications First degree in accounting.
Managing Director Vacancy at Great Consulting Great Consulting - Our client, is a reputable firm operating in the primary and secondary segments of the Capital Market in Nigeria.
Stock Broker Vacancy at Great Consulting Great Consulting - Our client, is a reputable firm operating in the primary and secondary segments of the Capital Market in Nigeria.
Development Manager JCvaxe Technology Concepts is a registered IT maintenance firm that renders computer Sale,repairs, networking and other IT solution for various organizations.
The Nigerian Stock Exchange, services the largest economy in Africa, and is championing the development of Africa’s financial markets.
JMG Limited - For over 15 years, JMG has been asserting its excellence as a leader in the power generation industry.
HR / Admin Officer The Ghana Property Show in Lagos, Nigeria is a not-to-be-missed opportunity to explore and invest in world-class profitable real estate opportunities in one of the continent's most stable and fastest growing economies.
Centre for Health, Education, Economic, Rehabilitation and Social Security (CHEERS) is one of the leading indigenous Implementing Partners in Nigeria focussing on mitigating the impact of HIV/AIDs, Malaria and Tuberculosis in Nigeria.
Communications Manager The Ghana Property Show in Lagos, Nigeria is a not-to-be-missed opportunity to explore and invest in world-class profitable real estate opportunities in one of the continent's most stable and fastest growing economies.
Intermediate Accountant The Ghana Property Show in Lagos, Nigeria is a not-to-be-missed opportunity to explore and invest in world-class profitable real estate opportunities in one of the continent's most stable and fastest growing economies.
Director, Marketing The Ghana Property Show in Lagos, Nigeria is a not-to-be-missed opportunity to explore and invest in world-class profitable real estate opportunities in one of the continent's most stable and fastest growing economies.
Director, Business Development The Ghana Property Show in Lagos, Nigeria is a not-to-be-missed opportunity to explore and invest in world-class profitable real estate opportunities in one of the continent's most stable and fastest growing economies.
Country Director The Ghana Property Show in Lagos, Nigeria is a not-to-be-missed opportunity to explore and invest in world-class profitable real estate opportunities in one of the continent's most stable and fastest growing economies.
Job Opening in a Reputable Manufacturing Company A Frontline Lagos based manufacturing company urgently requires suitably qualified candidates to fill the position below: Job Position: Cook Job Location: Lagos Requirements Minimum of school certificate attempted.
Procurement Manager A newly established Retail/Supermarket Business within highbrow Lekki community in Lagos State, needs the services of suitably qualified candidates to fill the position below: Job Position: Procurement Manager Job Location: Lagos Description Will have overall responsibilities for the procurement of range of quality products at the least price possible and within the available resources.
Offshore Oil & Gas Safety Officer One of the leading Recruitment and Outsourcing Professional Services Company in Nigeria, is recruiting for some of its clients with exponential growth plans, they are seeking the services of fresh personnel, experienced individuals and professional to fill the vacant position below: Job Position: Offshore Oil & Gas Safety Officer Job Location: Nigeria Qualifications HND/B.Sc in Engineering discipline with a minimum of 3 years experience.
Operational / Administrative Personnel   One of the leading Recruitment and Outsourcing Professional Services Company in Nigeria, is recruiting for some of its clients with exponential growth plans, they are seeking the services of fresh personnel, experienced individuals and professional to fill the vacant position below: Job Position: Operational/Administrative Personnel Job Location: Nigeria Qualification Minimum of OND in Business Administration, Secretarial Studies or any related course.
ANKH Executive - Our client, a leading banking software provider needs top quality Sales Professionals for West Africa,  based out of Nigeria, to fill the position below: Job Title: Regional Sales Manager - Banking & FSI Location: Nigeria Job Description Excellent opportunities with the largest banking software provider has arisen.
SABMiller is in the beer and soft drinks business, bringing refreshment and sociability to millions of people all over the world who enjoy our drinks.
ABB is a leader in power and automation technologies that enable utility, industry, and transport and infrastructure customers to improve their performance while lowering environmental impact.
SABMiller is in the beer and soft drinks business, bringing refreshment and sociability to millions of people all over the world who enjoy our drinks.
Airtel Nigeria (Airtel Networks Limited), a leading mobile telecommunication services provider in Nigeria and a member of Airtel Africa Group, is committed to providing innovative, exciting, affordable and quality mobile services to Nigerians, giving them the freedom to communicate, rise above their daily challenges and drive economic and social development.
Business Development Volunteer at WatchWater (Cameroon) Ltd Akwajobs   (Douala, Cameroon) Posted : 15 November, 2017 Category : Commercial, Sales, Business Development   Location : Douala, Cameroon Job type : Full Time About the company: WatchWater LTD with its headquarter in Mannheim, Germany, is one of the fastest growing Companies in manufacturing Scale Prevention, Adsorbers, Filter Media, and INSTANT Dosing Solutions for water and waste water treatment industries.
Retail Manager Vacancy in a Multinational Textile Company eRecruiter Nigeria Limited - Our client is a Multinational textile company that produces and distributes fashion fabrics for the African market and African consumers globally.
Catering Supervisor Enroyale Global Services Limited, Our client, is recruiting suitably qualified candidates to fill the position below: Job Position: Catering Supervisor Job Location: Abuja Job Description We are looking to hire a Male and Female Supervisor on behalf of our client with experience in indoor & outdoor services This position is responsible for supervising the department in a manner that is consistent with the company's mission of excellence in service, selection and quality while achieving sales, and labor objectives and fostering a favorable employee relations environment.
Recrutement d'un Cadre Stocks chez Tradex S.A. Akwajobs   (Douala, Cameroon) Posted : 14 November, 2017 Category : Comptabilité, Audit, Finance   Location : Douala, Cameroon Job type : Full Time RECRUTEMENT D’UN CADRE STOCKS Profil : Minimum Bac + 3 en Logistique et Transport, Gestion ou Comptabilité    Age : 30 – 40 ans   Expérience : Au moins 1 an au poste de Responsable Stocks dans une entreprise du secteur de la Distribution   Missions   Réconciliation des stocks carburants, lubrifiants et gaz Valorisation des stocks carburants, lubrifiants et gaz   Connaissances Obligatoires Requises   Maîtrise du secteur pétrolier Maîtrise des structures de prix Maîtrise des types de transactions dans le secteur de la distribution de produits pétroliers   Autres Connaissances Souhaitées   SAP Excel niveau Expert (outil Reporting, fonctions avancées, ….)   Attitudes   Méthodique Avoir un sens du détail très poussé   Dispositions pratiques   Candidature uniquement via la CV-Thèque de Tradex : http://reporting.tradexsa.com/cv/presentation/accueil.php.
Front Office Supervisor S&S Hotels and Suites, remain the hotel of choice for the business traveler who requires a convenient central location offering a welcome haven that feels like a second home and the unrivalled services personified by the warmth and dedication of our staff, as well as the discerning leisure traveler seeking the captivating dining and limitless nightlife destinations within walking distance of the hotel.
Store Keeper S&S Hotels and Suites, remain the hotel of choice for the business traveler who requires a convenient central location offering a welcome haven that feels like a second home and the unrivalled services personified by the warmth and dedication of our staff, as well as the discerning leisure traveler seeking the captivating dining and limitless nightlife destinations within walking distance of the hotel.
Recrutement d'un Revenue Manager chez Hotel La Falaise Bonapriso Akwajobs   (Douala, Cameroon) Posted : 15 November, 2017 Category : Comptabilité, Audit, Finance   Location : Douala, Cameroon Job type : Full Time   Mission: Analyser le taux d'occupation, le prix moyen et le revenu par chambre, Établir une stratégie tarifaire et de vente claire et organisée auprès des agents de réservation, des commerciaux et des réceptionnistes, Organiser une cellule de veille concurrentielle pour déterminer la politique tarifaire des principaux concurrents, Élaborer les budgets prévisionnels pour des actions commerciales, Effectuer des prévisions rigoureuses Postuler par LinkedIn Apply for this job ×Close Apply for Recrutement d'un Revenue Manager chez Hotel La Falaise Bonapriso Name Email Phone Resume (cv) Cover letter cancel Send application.
Recrutement des Stagiaires Sales au sein de Danone Cameroun Akwajobs   (Douala, Cameroon) Posted : 15 November, 2017 Category : Commerce, Marketing Et Vente   Location : Douala, Cameroon Job type : Full Time   C'est notre mission d'entreprise chez Danone, mais c'est surtout un appel à rejoindre notre mouvement, celui d'une Révolution de l'Alimentation !.
eRecruiter Nigeria Limited - Our client since its establishment as a mobile solutions company has been engaging with consumers in the mobile environment, delivering services of high standards, quality and value based on understanding of consumers’ behaviour, demographics and psychographics.
A New School/Academy in Ojodu Berger, Lagos State, is currently recruiting qualified candidates to fill the position below: Job Title: Graduate Teacher (Science, Arts, and Commercial Subjects) Location: Lagos Requirement Candidates should possess relevant qualifications Application Closing Date 29th November, 2017.
A reputable Audit firm located in Lagos State, is currently recruiting qualified candidates to fill the position below: Job Title: ICT Officer with an Accounting Background Location: Lagos Requirements B.Sc or HND Accounting (Male) Knowledge of at least two (2) AccountIng packages including Sage, Quickbooks or Tally 3-5 years experience on usage of Accounting software (to provide evidence) Application Closing Date 29th November, 2017.
Accountant (Male) A small Limited Liability company in Lagos State, is currently recruiting qualified candidates to fill the position below: Job Position: Accountant (Male) Job Location: Lagos Requirements B.Sc, HND in Accounting (with 3-5 yrs practical experience) Ability to keep Accounting records and prepare monthly Management Accounts Computer literacy (Microsoft soft word & Excel) Click here to Apply    Email me jobs like this Subscribe Free Aptitude Practice Test and Interview Questions with Explanations Similar Jobs Accounts Assistant (Male) Admin / Accounts Staff Accountant II Internal Auditor Account Assistant Head of Account & Finance Vacancy at Great Consulting Managing Director Vacancy at Great Consulting Stock Broker Vacancy at Great Consulting Senior Accountant Intermediate Accountant.
Accountant II A reputable company, is recruiting suitably qualified candidates, to fill the vacant position below:  Job Position: Accountant II  Job Location: Abuja Job Summary Accountant II is responsible for the general accounting function including preparing journal entries, inflow and outflow transactions and bank reconciliations.
Marketer Teclab Management Services Limited is a specialist consulting firm dedicated to human resource services and management.
Accounts Assistant (Male) A small Limited Liability company in Lagos State, is currently recruiting qualified candidates to fill the position below: Job Position: Accounts Assistant (Male) Job Location: Lagos Requirements OND, NCE in Accounting, with 3-5 years experience Click here to Apply    Email me jobs like this Subscribe Free Aptitude Practice Test and Interview Questions with Explanations Similar Jobs Accountant (Male) Admin / Accounts Staff Accountant II Internal Auditor Account Assistant Head of Account & Finance Vacancy at Great Consulting Managing Director Vacancy at Great Consulting Stock Broker Vacancy at Great Consulting Senior Accountant Intermediate Accountant.
First Katalyst Marketing - We commenced business in 2012 and within that time, and with a highly experienced staff, we have demonstrated our capability as a go-to agency for top-notch marketing solutions.
LS Scientific Limited is a Solutions provider of Laboratory Products and Services.
Research & Development Officer A customer focused Company and key player in the Nigerian Food Sector, a multinational with strong brands requires the services of a self motivated individual with requisite qualifications and competencies to occupy the position below: Job Position: Research & Development Officer Job Location: Lagos Responsibilities The appointee will amongst other things be responsible for: Developing new food products (Seasonings, Beverages, etc.) Ensure all raw and packaging materials are satisfactory before commencement of production.
Executive Chef Vacancy at Buzz Barr and Restaurant Buzz Barr and Restaurant Limited, is currently recruiting suitable qualified candidates to fill the position below: Job Position: Executive Chef Job Location: Nigeria Job Description The ideal candidate is a seasoned chef with a background in fine dining.
Corporate Sales Manager Vacancy at e.Stream Networks e.Stream Networks Limited, an ISO9001 Quality Certified company is a licensed broadband communications provider dedicated to providing suitable connectivity solutions for businesses.With over a decade in the ICT sector and presence all over Nigeria, we leverage on providing a unique combination of industry experience and expertise in our service offering to all our clients across the country.
Proten International - Our client, an indigenous aviation firm, that specializes in the leasing of aircraft for local operators is in Nigeria, is recruiting qualified candidates to fill the position below: Job Title: Director, Sales and Marketing Location: Lagos Qualifications Minimum of 15 years’ significant hands-on marketing, sales and/or commercial experience, particularly in the aviation, maritime and financial industry (global conglomerates), five (5) of which must have been spent in a senior management role.
Lilygate Nigeria Limited located in the heart of Lekki Phase 1 is a new luxurious four star hotel with 74 rooms including 6 suites and a full range of facilities.
Leadway Assurance Company Limited was founded in 1970.
Teacher / Admin.
Giant Beverages Limited is a new manufacturing company engaged in the production of natural and healthy non-alcoholic beverages.
Adron Homes and properties is a leading Pan African Real Estate development company that provides the highest number of decent, accessible, comfortable housing while achieving global housing standards.
First Katalyst Marketing - We commenced business in 2012 and within that time, and with a highly experienced staff, we have demonstrated our capability as a go-to agency for top-notch marketing solutions.
Compovine Technology Limited is an indigenous company with the main aim of offering Information Technology, Sales and Services to individuals and corporate organizations.
CornerStone Staffing - Our client, a big player in the FMCG Industry, is looking to recruit a suitable and qualified candidate to fill the vacant position below: Job Title: Finance Archive Personnel Location: Lagos Job Description We are looking to recruit a Finance Archive Personnel to join our Finance team.
MabcoDee Investments Limited is a dynamic entity that has been in existence for the past 7 years, operating in the Nigeria construction industry and committed to being a one stop shop for major building and construction products that is known for modernization, accountability, brilliance, consistency, openness, dependability, excellence and esteem.
Staff Nurse / Midwife (RN / RM) - Gombe Green Field Health Management Ltd, a national health management and maintenance organization with Headquarters at Enugu and branches across the six geopolitical zones of the country requires suitablly and qualified candidate for immediate employment in the position below: Job Position: Staff Nurse/ Midwife (RN/RM)  Job Location:  Gombe Responsibilities  Hospital accreditation; Quality assurance visitations; Vetting of bills; Medical claims; Issuing of authorization codes; Client and Hospital visitation; Good interpersonal relationship skills as well as strong work ethics and confidence; Good critical thinking skills; clinical expertise and good judgment in handling schedules; Excellent leadership quality and team moving skills.
ERS Nigeria Limited is a leading supplier of high end medical and laboratory equipment and consumables to both public and private health facilities across the nation.
GlaxoSmithKline (GSK), one of the world's leading research based pharmaceutical and healthcare companies, is committed to improving the quality of human life by enabling people to do more, feel better and live longer.
Guinness Nigeria Plc is a major market for Diageo: Guinness Nigeria operates in the unique and fast growing alcohol industry of over 15mhl beer potential.
Staff Nurse / Midwife (RN / RM) - Lagos Green Field Health Management Ltd, a national health management and maintenance organization with Headquarters at Enugu and branches across the six geopolitical zones of the country requires suitablly and qualified candidate for immediate employment in the position below: Job Position: Staff Nurse/ Midwife (RN/RM)  Job Location:  Lagos Responsibilities  Hospital accreditation; Quality assurance visitations; Vetting of bills; Medical claims; Issuing of authorization codes; Client and Hospital visitation; Good interpersonal relationship skills as well as strong work ethics and confidence; Good critical thinking skills; clinical expertise and good judgment in handling schedules; Excellent leadership quality and team moving skills.
Staff Nurse / Midwife (RN / RM) - Kaduna   Green Field Health Management Ltd, a national health management and maintenance organization with Headquarters at Enugu and branches across the six geopolitical zones of the country requires suitablly and qualified candidate for immediate employment in the position below: Job Position: Staff Nurse/ Midwife (RN/RM)  Job Location: Kaduna Responsibilities  Hospital accreditation; Quality assurance visitations; Vetting of bills; Medical claims; Issuing of authorization codes; Client and Hospital visitation; Good interpersonal relationship skills as well as strong work ethics and confidence; Good critical thinking skills; clinical expertise and good judgment in handling schedules; Excellent leadership quality and team moving skills.
British American Tobacco (www.bat.com) is a market leading, global organisation with a long, established history and a bright and dynamic future.
Michael Stevens Consulting, is recruiting on behalf of its clients in various sectors, to fill the following vacant positions below: 1.) Accounts Receivable Officer Deadline: 2nd November, 2017.
Annunciation specialist hospitaist hospital is owned by Sisters of daughters of divine love.The dental clinic is run by dental professionals and visiting consultants.We take care of all your dental needs.
Annunciation specialist hospitaist hospital is owned by Sisters of daughters of divine love.The dental clinic is run by dental professionals and visiting consultants.We take care of all your dental needs.
A National Health Maintenance Organization (HMO) in partnership with innovative customer loyalty reward company, is seeking to recruit exceptional and highly motivated candidates to fill the position below in its retail agency and enterprise development project initiative: Job Title: Agency Manager Locations: Lagos, Abuja, Ibadan, Port-Harcourt, Akure, Enugu and Zaria Responsibilities Employ marketing skills in order to achieve sales target.
Sightsavers is an international organisation that changes lives for the long term.
A reputable healthcare firm in Lagos is urgently recruiting qualified candidates for immediate employment into the following positions below: 1.) Medical Officer 2.) Midwife 3.) Registered Nurse 4.) Medical Laboratory Technician 5.) Pharmacy Technician General Requirement Interested candidates should possess relevant qualifications.
Managerial/Director's Job Opportunities - There are massive Managerial/Directors Job positions currently open across renowned Nigerian companies.
HNJ Customer Service Recruitment Opportunities - We (HNJ) are aware that the Customer Service Department is a core function critical to the success of many business sectors, from retail to Banking to Healthcare, and that's why we have taken the pain to compile a list of Customer Service related jobs just for you!.
A well Established Indigenous company is Expanding its Operation in Seafood business and therefore requires a suitable key personnel to manage its operations in the vacant position below: Job Title: Sales Representative Location: Any City, Nigeria Requirements Candidates must possess a B.Sc  or HND in Marketing or Business Administration with a minimum of 3 years experience in similar position.
The Kwara State Independent Electoral Commission (KWSIEC) will employ 4,000 ad hoc workers for the November 18 local government elections.
Sightsavers is an international organisation that changes lives for the long term.
Eastside Hospital located in Enugu, is recruiting suitably qualified candidates to fill the position below: Job Title: Medical Officer Location: Enugu Requirements Accomodation within the hospital premises available.
A reputable group of firm which includes a non-profit organization, is recruiting suitably qualified candidates to fill the vacant position below: Job Title: Human Resources Manager Location: Nigeria Requirements B.Sc./HND, 3 years min in HR Managerial position in manufacturing firm.
Save the Children is the world's leading independent organisation for children.
AppZone is Africa's leading provider of home grown financial technology solutions.
HNJ EXCLUSIVE - Take some time to evaluate the months gone by!.
HNJ Federal/State Government Job Opportunities - We (HNJ) are aware of the efforts by the Federal and State Government in Nigeria in regards to job creation and employemnt of its citizens, to ensure you enjoy the best experience when using HNJ (Hot Nigerian Jobs).
Sightsavers is an international organisation that changes lives for the long term.
The Wole Soyinka Centre for Investigative Journalism (WSCIJ) is a not-for-profit, non-governmental organisation with social justice programmes aimed at exposing corruption, regulatory failures and human rights abuses with the tool of investigative journalism.
A fast growing Distributor of star products (based in lkeja-Lagos) of the two leaders in breweries industry, urgently requires the services of suitably qualified candidates to fill the position below: Job Title: Finance & Admin Officer (Male & Female) Location: Lagos Qualifications Cognate working experience of 3 years and above Good communication skill Ability to develop and manage businesses and contacts Target driven individuals OND must be in Accounting or its ATS equivalent.
A fast growing Distributor of star products (based in lkeja-Lagos) of the two leaders in breweries industry, urgently requires the services of suitably qualified candidates to fill the position below: Job Title: Business Development Officer (Male & Female) Location: Lagos Qualifications Cognate working experience of 3 years and above Good communication skill Ability to develop and manage businesses and contacts Target driven individuals OND certificate in any field.
Sightsavers is an international organisation that changes lives for the long term.
A reputable training institute located at the heart of Ikoyi, Lagos state with State-of -the- Art Facility, due to growth is desirous of hiring qualified and very experienced personnel for the post listed below: Job Title: Head of Training Programme Job Ref: HTP.001 Location: lkoyi, Lagos State.
A well Established Indigenous company is Expanding its Operation in Seafood business and therefore requires a suitable key personnel to manage its operations in the vacant position below: Job Title: Accountant Location: Any City, Nigeria Requirements Candidate must be aged between 25-35 years and must possess a B.Sc or HND in Accounting from a reputable institution of higher learning, with a minimum of 5 years experience in similar position, success in early stage ICAN will be an added advantage The successful candidate must be a computer literate and should be able to prepare final accounts, some experience in general administration is required.
Officers Jobs Opportunities - There are over 100 Officer Job positions currently open across renowned Nigerian companies.
Uber started out to solve a simple problem: the need to get a ride across town.
Annunciation specialist hospitaist hospital is owned by Sisters of daughters of divine love.The dental clinic is run by dental professionals and visiting consultants.We take care of all your dental needs.
A National Health Maintenance Organization (HMO) in partnership with innovative customer loyalty reward company, is seeking to recruit exceptional and highly motivated candidates to fill the position below in its retail agency and enterprise development project initiative: Job Title: Sales Associate Locations: Lagos, Abuja, Ibadan, Port-Harcourt, Akure, Enugu and Zaria Responsibilities Employ marketing skills in order to achieve sales target.
Leadway Assurance Company Limited was founded in 1970.
Sightsavers is an international organisation that changes lives for the long term.
A fast growing Distributor of star products (based in lkeja-Lagos) of the two leaders in breweries industry, urgently requires the services of suitably qualified candidates to fill the position below: Job Title: Secretary Location: Lagos Qualifications A female graduate with cognate working experience of 2 years & above.
Verite Microfinance Bank Limited is duly registered in the Federal Republic of Nigeria by the Corporate Affairs Commission and licensed by the Central Bank of Nigeria as a deposit-taking financial institution.
African Development Bank Group (AfDB) - Established in 1964, the African Development Bank is the premier pan-African development institution, promoting economic growth and social progress across the continent.
A National Health Maintenance Organization (HMO) in partnership with innovative customer loyalty reward company, is seeking to recruit exceptional and highly motivated candidates to fill the position below in its retail agency and enterprise development project initiative: Job Title: Unit Manager Locations: Lagos, Abuja, Ibadan, Port-Harcourt, Akure, Enugu and Zaria Responsibilities Employ marketing skills in order to achieve sales target.
Lorache Group - Our client, an IT and Telecommunications company, is recruiting suitably qualified candidates to fill the position below: Job Title: Customer Care Executive Location: Lagos Mainland, Lagos Responsibilities Create content and engaging ideas for online campaigns Improve customer service experience, create engaged customers and facilitate organic growth.
Annunciation specialist hospitaist hospital is owned by Sisters of daughters of divine love.The dental clinic is run by dental professionals and visiting consultants.We take care of all your dental needs.
Birmingham City University is a modern university in the city of Birmingham, England.
Chemonics has been engaged by the Global Fund to Fight AIDS, Tuberculosis and Malaria, with the concurrence of USAID to leverage on the GHSC-PSM health supply chain in Nigeria to provide warehousing and distribution services for Global Fund- procured HIV and malaria health commodities in Nigeria.
INTERSOS, is an independent non-profit humanitarian organization committed to assist the victims of natural disasters and armed conflicts.
Leventis Motors, a brand of A.G Leventis (Nigeria) Plc., is the home of commercial vehicles in Nigeria, renowned in the Nigerian Automobile industry for its quality products & services.
Supervisory Job Opportunities - There are various Supervisory job positions currently open across renowned Nigerian companies for experienced persons.
IBFCAlliance Limited - We provide Business Consulting services in areas not limited to strategy and performance improvement consulting, corporate governance consulting, financial/investment consulting, human resource consulting and other business consulting services to our clients in various economic sectors.
Teclab Management Services Limited - Our client, a Restaurant and Fast food Service provider requires the services of qualified candidates for the vacant position below: Job Title: Cook Location: Lagos Job Description We are looking for someone with at least three years’ experience cooking in different styles and cuisines - everything from traditional to international dishes - who is hard-working, organised, creative, and passionate about food and customer service.
Lorache Group - Our client, an ICT and Internet Service provider company, is recruiting suitably qualified candidates to fill the position below: Job Title: Call Centre Executive Location: Lagos Required Job Functions Receiving/making inbound calls to customers; facilitating, solving, interacting and providing effective customer service to exceed customer expectation and meet corporate  objectives.
The British Government is an inclusive and diversity-friendly employer.
Kranite Nigeria Limited commits itself to becoming an international company and a major supplier and designer of Architectural hardwares in Nigeria.
Kloverharris Limited is a Human resource/IT Consulting company that provides high quality services to businesses across Africa.
Crovation Limited was established in 2014 and comprises a group of professionals that specialize in the development and maintenance of Real Estate.
Abuja Clinics, is a world class health facility dedicated to providing all your health needs, not only curative but also preventive.
Crovation Limited was established in 2014 and comprises a group of professionals that specialize in the development and maintenance of real estate.
United Geophysical (Nigeria) Limited is Nigeria's oldest oil service company having began operations in the western Niger Delta in the early 1960’s and incorporated as a limited liability company in 1971.
The Crave Kitchen - The definition of crave rightly gives a feeling to our purpose – “Feel a powerful desire for something”.
The Crave Kitchen - The definition of crave rightly gives a feeling to our purpose – “Feel a powerful desire for something”.
The Crave Kitchen - The definition of crave rightly gives a feeling to our purpose – “Feel a powerful desire for something”.
Westown Hotel - As a luxury four star hotel in Lagos, Westown hotel can boast of some of the best staff in the industry.
A Lagos based fast developing company with branches in the various states of the federation with many good books on important subjects for various levels of education at hand needs the services /assistance of ABLE BUSINESS PARTNERS from any part of the country to cope with the very high demand for the books nationwide.
The World Bank Group is one of the world's largest sources of funding and knowledge for developing countries.
Audacious Business Concept Limited, is Nigeria's fastest growing fashion retail organisation.
United Geophysical (Nigeria) Limited is Nigeria's oldest oil service company having began operations in the western Niger Delta in the early 1960’s and incorporated as a limited liability company in 1971.
At APM Terminals, we are a team of over 20,000 employees spread across more than 60 countries united by a passion to provide our expertise in port operations and container management services.
The Leventis Foundation (Nigeria) is a charitable company of the A.G Leventis Group dedicated to the training of farmers in modern and sustainable agricultural practices and rational use of natural resources.
Nigerian Foundries Limited (NFL) is the leading ferrous foundry group in Sub-Sahara (excluding South Africa) with a total installed capacity of 8,500 metric tons per year.
Compovine Technologies Limited, an indigenous company with the main aim of offering Information Technology, sales and services to individuals and Corporate organizations, is recruiting to fill the below position: Job Title: Human Resources Officer Location: Lagos Requirements B.Sc degree or HND (2nd Class Upper) in Human Resources or any related field, with minimum of 5 years experience.
Exolve Technologies Limited, is an Information Technology and Communication firm with core competencies in Web and Mobile Application Development, Enterprise Applications, Interactive Multimedia and Social Communities.
Pragmatic Technologies - We are a leading niche technology player in retail and corporate markets for Inverters, Automatic Voltage Regulators (AVR), Consumer Electronics and Home appliances.
sibogun and Partners is a legal organization that helps individuals, corporations, financial institutions, and governmental entities across the spectrum of their critical business and legal issues globally and locally.
Sustineo Magnus Limited - Since our corporate existence, we have traded primarily in non-exchange traded commodities such as Shea Nuts, Shea Butter, Cashew Nuts, Tubers, Ethnic Foods and Vegetables, etc We are is recruiting to fill the position of: Job Title: Chief Operating Officer (COO) (Expatriate Position Only) Location: North Central Nigeria Grade: General Manager Directly Reports To: President/ Chief Executive Officer (CEO) Job Summary The COO is expected to be experienced in the Edible Oil and Oil-Seeds industry.
Save the Children is the world's leading independent organisation for children.
Save the Children is the world's leading independent organisation for children.
World Health Organization (WHO) is the directing and coordinating authority for health within the United Nations system.
Axari Hotel & Suites, a family friendly destination with luxuriously furnished rooms & suites embellished with an African theme.
An ultra-modem specialist Hospital located in the Mainland in Lagos State, requires the below staff for immediate employment: Job Title: Administrative Officer Location: Lagos Qualifications Must possess a First Degree in the Social Sciences from a reputable tertiary institution.
An ultra-modem specialist Hospital located on the Mainland in Lagos State, requires the below staff for immediate employment: Job Title: Experienced Medical Officer Location: Lagos Qualifications Must possess an MBBS, M.BchB or equivalent.
An ultra-modem specialist Hospital located on the Mainland in Lagos State, requires the below staff for immediate employment: Job Title: Hospital Matron Location: Lagos Qualifications Interested candidate must have the following: Relevant qualification from a reputable institution.
Western Development Company Limited (WDCL) is an independent limited liability company, established in Nigeria over 10 years ago.
Sumal Foods Limited is a name entirely synonymous with quality and is highly committed to maintaining its moral beliefs.
An ultra-modem specialist Hospital located in the Mainland in Lagos State, requires the below staff for immediate employment: Job Title: Secretary Location: Lagos Qualifications Must possess a relevant diploma or first degree qualification.
St. Basil Hospital, a reputable new Hospital in Enugu State (within Trans Ekulu/Nike environs), invites applications from suitably qualified candidates to fill the position below: Job Title: Technician (Laboratory) Location: Enugu Requirements Candidates should possess relevant qualifications.
St. Basil Hospital, a reputable new Hospital in Enugu State (within Trans Ekulu/Nike environs), invites applications from suitably qualified candidates to fill the position below: Job Title: Pharmacist Location: Enugu Requirements Candidates should possess relevant qualifications, with 1-3 years experience.
St. Basil Hospital, a reputable new Hospital in Enugu State (within Trans Ekulu/Nike environs), invites applications from suitably qualified candidates to fill the position below: Job Title: Nursing Assistant Location: Enugu Requirements Candidates should possess relevant qualifications with 1-2 years experience.
St. Basil Hospital, a reputable new Hospital in Enugu State (within Trans Ekulu/Nike environs), invites applications from suitably qualified candidates to fill the position below: Job Title: Nurse Location: Enugu Requirements Candidates should be Nurses/Registered Midwives with 3 years experience.
St. Basil Hospital, a reputable new Hospital in Enugu State (within Trans Ekulu/Nike environs), invites applications from suitably qualified candidates to fill the position below: Job Title: Assistant Matron Location: Enugu Requirements Candidates should be a Nurse/Registered Midwife with minimum of 5 years experience.
St. Basil Hospital, a reputable new Hospital in Enugu State (within Trans Ekulu/Nike environs), invites applications from suitably qualified candidates to fill the position below: Job Title: Matron Location: Enugu Requirements Candidates should be a Registered Midwife with minimum of 7 years experience.
